logP(o/w),logS,PEOE_VSA+1,GCUT_SMR_1,PEOE_RPC-,rsynth,BCUT_SMR_2,BCUT_SLOGP_3,GCUT_SMR_2,h_logS,h_ema,BCUT_SLOGP_1,h_log_pbo,chi1v_C,BCUT_PEOE_1,balabanJ,chi1v,GCUT_PEOE_2,SMR_VSA5,BCUT_PEOE_2,chi1_C,BCUT_SMR_0,BCUT_PEOE_0,PEOE_VSA+3,vsa_other,BCUT_SMR_1,VDistEq,PEOE_VSA_NEG,PEOE_VSA_FPOS,BCUT_SLOGP_2,PEOE_VSA_FNEG,Kier2,PEOE_RPC+,vsa_acc,PEOE_VSA-0,lip_violation,PEOE_PC-,SMR_VSA0,SlogP_VSA4,PEOE_PC+,Weight,apol,PEOE_VSA-5,weinerPath,SMR,petitjeanSC,SMR_VSA6,petitjean,SlogP_VSA2,b_double,chi1,h_mr,VDistMa,zagreb,chi0_C,weinerPol,a_nO,opr_violation,h_pstates,VAdjEq,opr_brigid,SlogP_VSA3,Kier1,mr,chi0,vdw_vol,diameter,a_hyd,SlogP_VSA7,b_max1len,SlogP_VSA1,a_acc,VAdjMa,a_nC,b_heavy,a_aro,a_heavy,b_ar,a_nN,lip_acc,rings,opr_nring,ast_violation,ast_violation_ext,PEOE_VSA-3,logPapp
4.2480001,-9.7634001,44.566521,-0.21242328,0.081845663,0.296875,0.69883126,2.7196472,0.16513571,-10.257191,15.946365,-0.48355901,14.614987,15.344478,-0.53367078,1.3277247,23.104582,0.060297448,343.79706,0.55788714,18.060446,-2.4642787,-2.7349076,133.57265,77.697189,-0.38504192,4.0084939,215.05927,0.75298148,0.52809918,0.24701855,27.407425,0.064079903,86.409035,117.28508,2.0,-4.2862787,154.17319,7.5963712,4.2862787,882.11597,145.03113,81.401527,17294.0,24.41424,0.81818181,241.8481,0.44999999,170.10106,6.0,30.909126,24.764774,11.796761,326.0,33.873459,104.0,8.0,4.0,1.9394819,0.21257895,45.0,210.29539,53.353497,24.703087,45.588634,1031.246,20.0,43.0,216.86414,4.0,47.174271,9.0,7.1085243,49.0,69.0,16.0,64.0,17.0,7.0,15.0,6.0,5.0,3.0,5.0,0.0,-6.5
2.9690001,-8.27987,56.407505,-0.20514265,0.080164187,0.296875,0.64574361,2.7196603,0.16108242,-9.9482222,17.119648,-0.43846914,13.762536,14.864697,-0.45797327,1.3283309,23.295614,0.053132657,327.74664,0.41294834,16.968695,-2.4643555,-2.7349832,145.41362,77.697189,-0.28744575,4.0085588,221.97655,0.74668938,0.46876332,0.25331062,26.833462,0.062763423,93.326324,117.28508,2.0,-4.3761854,154.17319,10.781946,4.3761854,884.13599,146.00272,81.401527,17293.0,24.401541,0.81818181,220.92184,0.44999999,170.10106,6.0,30.802973,24.849525,11.796647,328.0,33.459244,103.0,7.0,4.0,1.9593168,0.21257895,44.0,189.36914,53.353497,24.687832,45.751774,1028.5999,20.0,42.0,163.07693,4.0,65.613846,9.0,7.1085243,48.0,69.0,15.0,64.0,16.0,9.0,16.0,6.0,5.0,3.0,5.0,9.4210396,-6.05
2.6199999,-8.4195604,51.916496,-0.21075439,0.077058807,0.140625,0.61275768,2.7196612,0.14703369,-9.4585743,17.046684,-0.43400055,12.376881,15.287347,-0.49854013,1.3320094,23.61484,0.056940205,312.18634,0.47848171,17.152199,-2.4644012,-2.7350233,111.51417,90.646713,-0.33317882,3.9977603,226.12244,0.74101132,0.48908195,0.25898871,26.833462,0.060332105,97.472198,117.28508,2.0,-4.5525403,178.0354,7.5963712,4.5525403,887.13599,146.37151,94.968445,17235.0,24.263639,0.81818181,263.05978,0.44999999,193.96327,7.0,30.819809,24.681471,11.797657,328.0,33.166351,104.0,8.0,4.0,1.9395127,0.21257895,44.0,226.24829,53.353497,24.53249,45.751774,1024.0897,20.0,41.0,128.64822,4.0,55.557369,9.0,7.1085243,48.0,69.0,10.0,64.0,11.0,8.0,16.0,6.0,5.0,2.0,4.0,0.0,-6.47
2.737,-6.9941001,4.5197463,-0.20777979,0.093238376,0.12244898,0.5654912,2.720206,0.13625641,-7.4289021,13.217268,-0.42381904,9.3695087,10.608879,-0.47606245,2.0038559,17.614021,0.043255255,202.22275,0.44607106,11.763222,-2.4495955,-2.7041838,125.11412,77.697189,-0.27641824,3.7765975,156.46938,0.77872217,0.40008608,0.22127783,21.639183,0.073368728,83.905281,31.616989,2.0,-3.7435853,154.17319,7.5963712,3.7435853,705.297,111.33403,81.401527,8427.0,18.53384,0.54545456,126.23727,0.35294119,170.10106,6.0,23.263365,18.950304,11.016622,242.0,24.819262,80.0,7.0,3.0,1.0,0.25355992,28.0,94.68457,43.404846,18.92972,36.249985,789.13782,17.0,30.0,70.572739,4.0,44.049957,7.0,6.6724253,35.0,51.0,6.0,49.0,6.0,6.0,13.0,3.0,2.0,2.0,4.0,0.0,-5.25
4.658,-8.4108801,4.5197463,-0.21055444,0.091755398,0.14,0.60608077,2.7203338,0.15176103,-8.4394369,11.864602,-0.43306455,9.3696642,12.315986,-0.50640458,2.0039716,18.624205,0.048242357,258.82797,0.47899956,13.470329,-2.4517844,-2.7082875,67.397217,77.697189,-0.28242287,3.8090384,153.96561,0.78726113,0.43501821,0.21273887,22.395555,0.080850787,81.401527,31.616989,2.0,-3.3971481,143.17329,7.5963712,3.3971481,717.35199,116.7192,81.401527,8951.0,19.29874,0.54545456,105.31101,0.35294119,159.10117,6.0,23.763365,19.678999,11.074124,246.0,26.233475,81.0,6.0,3.0,1.0,0.24958064,28.0,73.758316,44.39719,19.673239,36.957088,815.53137,17.0,32.0,70.572739,5.0,44.049957,6.0,6.7004399,37.0,52.0,6.0,50.0,6.0,6.0,12.0,3.0,2.0,3.0,5.0,0.0,-5.27
4.6069999,-8.61936,4.5197463,-0.21444173,0.09172453,0.17307693,0.72624034,2.7202232,0.17548427,-9.0049267,11.855335,-0.46510357,12.434483,12.373116,-0.54221195,1.682024,18.681335,0.059354935,308.87823,0.55860156,14.487967,-2.4488726,-2.7031779,67.397217,77.697189,-0.3676748,3.8282547,233.00809,0.67999882,0.54762745,0.32000118,22.0741,0.080823585,81.401527,110.65946,2.0,-3.3982913,143.17329,10.781946,3.3982913,737.34198,117.57203,81.401527,9866.0,19.89464,0.54545456,86.871437,0.35294119,159.10117,6.0,24.781004,20.319963,11.188786,262.0,27.225039,85.0,6.0,3.0,1.0,0.24540348,34.0,55.318733,44.711407,20.31951,37.948654,844.59198,17.0,34.0,158.78867,4.0,44.049957,6.0,6.7813597,39.0,55.0,12.0,52.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-5.48
4.9640002,-9.0258303,4.5197463,-0.21415976,0.091755375,0.17307693,0.66573596,2.8738699,0.16620976,-8.8207788,11.863955,-0.45360589,9.3696547,13.333624,-0.54210871,1.6818434,19.641842,0.054603275,296.56479,0.52438271,14.487967,-2.559839,-2.8153405,67.397217,77.697189,-0.31107983,3.8282547,153.96561,0.78855163,0.48548892,0.21144836,22.0741,0.080850765,81.401527,31.616989,2.0,-3.3971491,143.17329,12.007167,3.3971491,743.38995,121.57278,81.401527,9866.0,20.00374,0.54545456,105.31101,0.35294119,159.10117,6.0,24.781004,20.417938,11.188786,262.0,27.225039,85.0,6.0,3.0,1.0,0.24540348,34.0,73.758316,44.711407,20.393894,37.948654,844.59198,17.0,34.0,70.572739,4.0,44.049957,6.0,6.7813597,39.0,55.0,6.0,52.0,6.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-6.01
3.556,-7.6228099,4.5197463,-0.2134409,0.094316877,0.01923077,0.64661509,2.7350373,0.16567659,-7.9334254,13.27855,-0.43945274,9.369628,12.333624,-0.53672433,1.6818434,19.219193,0.053223107,239.95956,0.51186287,13.487967,-2.5149117,-2.7634068,67.397217,77.697189,-0.28829625,3.8282547,156.46938,0.78487533,0.4699364,0.21512465,22.0741,0.073225223,83.905281,31.616989,2.0,-3.7509222,154.17319,12.007167,3.7509222,745.362,119.2812,81.401527,9866.0,19.700541,0.54545456,147.16353,0.35294119,170.10106,6.0,24.781004,20.143646,11.188786,262.0,26.517933,85.0,7.0,3.0,1.0,0.24540348,34.0,115.61083,44.711407,20.115875,37.948654,836.72589,17.0,33.0,70.572739,4.0,44.049957,7.0,6.7813597,38.0,55.0,6.0,52.0,6.0,6.0,13.0,4.0,3.0,3.0,5.0,0.0,-5.39
4.151,-8.2263098,4.5197463,-0.20368895,0.093238346,0.11538462,0.56323957,2.720299,0.1336821,-8.3508472,13.215725,-0.41615567,9.369504,12.002726,-0.46906945,2.0689585,19.007868,0.043232564,221.09116,0.44526747,13.157069,-2.4526021,-2.7081392,125.11412,77.697189,-0.2756255,3.7835388,156.46938,0.7926302,0.40001911,0.20736979,23.283419,0.073368706,83.905281,31.616989,2.0,-3.7435865,154.17319,12.007167,3.7435865,747.37799,120.61478,81.401527,9720.0,19.91194,0.54545456,126.23727,0.35294119,170.10106,6.0,24.657213,20.313459,11.196103,256.0,27.10372,84.0,7.0,3.0,1.0,0.24202083,28.0,94.68457,46.382717,20.310749,38.534439,844.72028,17.0,33.0,70.572739,4.0,44.049957,7.0,6.7548876,38.0,54.0,6.0,52.0,6.0,6.0,13.0,3.0,2.0,3.0,5.0,0.0,-5.34
4.6950002,-8.68083,20.328241,-0.21436951,0.090979598,0.18867925,0.7243048,2.7202094,0.17548649,-9.1874065,11.861801,-0.46390182,12.434577,12.873116,-0.5421859,1.6660932,19.181335,0.059210651,309.30707,0.55932522,14.987967,-2.4495332,-2.7044022,67.397217,77.697189,-0.3677358,3.8827219,235.21663,0.68382996,0.54497176,0.31617004,22.811941,0.080167189,81.401527,112.868,2.0,-3.4261162,143.17329,10.781946,3.4261162,751.36896,120.66561,81.401527,10537.0,20.36084,0.63636363,105.31101,0.3888889,159.10117,6.0,25.281004,20.774361,11.240277,266.0,27.932146,86.0,6.0,3.0,1.0,0.24170427,34.0,73.758316,45.698978,20.788637,38.655762,863.11945,18.0,35.0,158.78867,4.0,44.049957,6.0,6.8073549,40.0,56.0,12.0,53.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-5.65
6.072,-9.6430902,4.5197463,-0.20513859,0.091755368,0.13207547,0.60438347,2.720598,0.15046819,-9.3612165,11.863076,-0.418845,9.3696594,13.709832,-0.50282151,2.0721929,20.018051,0.048191737,277.69638,0.47819367,14.864176,-2.4571548,-2.7150922,67.397217,77.697189,-0.28087097,3.8100286,153.96561,0.80034441,0.43492794,0.19965561,24.0448,0.080850758,81.401527,31.616989,3.0,-3.3971493,143.17329,12.007167,3.3971493,759.43298,125.99996,81.401527,10273.0,20.67684,0.54545456,105.31101,0.35294119,159.10117,6.0,25.157213,21.042154,11.250922,260.0,28.517933,85.0,6.0,4.0,1.0,0.23842676,28.0,73.758316,47.375866,21.050636,39.241547,871.11383,17.0,35.0,70.572739,5.0,44.049957,6.0,6.7813597,40.0,55.0,6.0,53.0,6.0,6.0,12.0,3.0,2.0,3.0,5.0,0.0,-7.39
5.1370001,-8.8825998,4.5197463,-0.21435401,0.090917476,0.2037037,0.7239238,2.7202187,0.17548184,-9.4957809,11.863728,-0.46371672,12.434605,13.373116,-0.54218268,1.6482099,19.681335,0.059188575,328.17548,0.55953133,15.487967,-2.450202,-2.705617,67.397217,77.697189,-0.36774322,3.9454176,235.21663,0.69040853,0.54488623,0.30959147,23.555555,0.08011245,81.401527,112.868,2.0,-3.428457,143.17329,10.781946,3.428457,765.396,123.7592,81.401527,11261.0,20.82254,0.72727275,105.31101,0.42105263,159.10117,6.0,25.781004,21.22875,11.289298,270.0,28.639254,87.0,6.0,3.0,1.0,0.23812568,34.0,73.758316,46.686981,21.257441,39.362869,881.64691,19.0,36.0,158.78867,4.0,44.049957,6.0,6.83289,41.0,57.0,12.0,54.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-6.0
4.3909998,-8.6961803,12.978266,-0.21351403,0.088191099,0.2037037,0.7469303,2.7202055,0.16862383,-9.0540123,12.776558,-0.50618392,12.621428,12.519563,-0.55295187,1.6482099,19.320581,0.060248278,290.43866,0.54945505,14.579719,-2.4494967,-2.7040002,89.455688,77.697189,-0.35670331,3.9454176,156.46938,0.79383707,0.53456169,0.20616291,23.555555,0.073777512,83.905281,31.616989,2.0,-3.7228429,143.17329,7.5963712,3.7228429,767.36798,121.46761,81.401527,11261.0,20.53994,0.72727275,126.23727,0.42105263,159.10117,6.0,25.781004,20.979548,11.289298,270.0,27.932146,87.0,7.0,3.0,1.0,0.23812568,34.0,94.68457,46.686981,20.975294,39.362869,873.78082,19.0,35.0,158.78867,4.0,44.049957,7.0,6.83289,40.0,57.0,12.0,54.0,12.0,6.0,13.0,4.0,3.0,3.0,5.0,0.0,-6.3
3.112,-7.2126498,24.819252,-0.2077949,0.081753783,0.2037037,0.66801524,2.7202184,0.17015488,-8.7454996,13.949718,-0.44535145,11.768976,12.039783,-0.48424804,1.6490916,19.511614,0.043255039,274.38828,0.44605199,13.487967,-2.450182,-2.7054892,101.29668,77.697189,-0.27641085,3.9455156,163.38666,0.78632259,0.40021077,0.21367742,22.962986,0.072037809,90.822563,31.616989,2.0,-3.8127494,143.17329,10.781946,3.8127494,769.388,122.4392,81.401527,11260.0,20.527241,0.72727275,105.31101,0.42105263,159.10117,6.0,25.67485,21.064297,11.289133,272.0,27.517933,86.0,6.0,3.0,1.0102092,0.23812568,33.0,73.758316,46.686981,20.958773,39.526005,871.1347,19.0,34.0,105.00145,4.0,62.489536,7.0,6.83289,39.0,57.0,11.0,54.0,11.0,8.0,14.0,4.0,3.0,3.0,5.0,9.4210396,-5.56
2.763,-7.3523402,20.328241,-0.21347037,0.080148034,0.018518519,0.64669627,2.7202194,0.16727512,-8.2557812,13.876746,-0.4424518,10.383321,12.462432,-0.53679729,1.6547699,19.830837,0.053229753,258.82797,0.51194966,13.671471,-2.4506221,-2.7065532,67.397217,90.646713,-0.28843567,3.9293435,167.53253,0.77997863,0.46995106,0.22002138,22.962986,0.068853073,94.968445,31.616989,2.0,-3.9891045,167.03551,7.5963712,3.9891045,772.388,122.80799,94.968445,11212.0,20.389339,0.63636363,147.44896,0.3888889,182.96339,7.0,25.691687,20.896242,11.290783,272.0,27.225039,87.0,7.0,3.0,1.0,0.23812568,33.0,110.63747,46.686981,20.80405,39.526005,866.62451,18.0,33.0,70.572739,4.0,52.433056,7.0,6.83289,39.0,57.0,6.0,54.0,6.0,7.0,14.0,4.0,3.0,2.0,4.0,0.0,-6.44
6.0209999,-9.8515701,4.5197463,-0.20984447,0.0917245,0.16363636,0.71167278,2.7203331,0.17271063,-9.9268684,11.85382,-0.45250112,12.434478,13.766962,-0.54205489,1.7396655,20.075182,0.055470534,327.74664,0.55397338,15.881814,-2.4510396,-2.7062349,67.397217,77.697189,-0.36714864,3.8237853,233.00809,0.69956654,0.54381305,0.30043343,23.700937,0.080823563,81.401527,110.65946,3.0,-3.3982925,143.17329,15.192742,3.3982925,779.42297,126.85278,81.401527,11237.0,21.272739,0.54545456,86.871437,0.35294119,159.10117,6.0,26.17485,21.683119,11.359673,276.0,29.509497,89.0,6.0,4.0,1.0,0.23466173,34.0,55.318733,47.675388,21.699144,40.233112,900.17438,17.0,37.0,158.78867,4.0,44.049957,6.0,6.8579812,42.0,58.0,12.0,55.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-6.63
4.2719998,-8.4962597,20.328241,-0.21333686,0.092536554,0.10909091,0.70723212,2.7202053,0.16726649,-9.1116886,13.207558,-0.44358322,12.434432,12.704014,-0.53682041,1.7355506,19.709156,0.05757045,309.30707,0.54943579,14.818865,-2.4496655,-2.7043238,125.11412,77.697189,-0.35645682,3.8294306,237.72038,0.69317228,0.51588553,0.30682772,24.304758,0.072819114,83.905281,112.868,2.0,-3.7719779,154.17319,10.781946,3.7719779,781.39496,124.5612,81.401527,11277.0,20.981039,0.63636363,126.23727,0.3888889,170.10106,6.0,26.319008,21.408825,11.360021,274.0,28.639254,89.0,7.0,3.0,1.0,0.23466173,34.0,94.68457,47.675388,21.460594,40.069973,892.30829,18.0,36.0,158.78867,4.0,44.049957,7.0,6.8579812,41.0,58.0,12.0,55.0,12.0,6.0,13.0,4.0,3.0,3.0,5.0,0.0,-5.94
6.3779998,-10.25804,4.5197463,-0.20981474,0.091755345,0.16363636,0.66222548,2.8739629,0.1661963,-9.7425747,11.862431,-0.44049484,9.3696499,14.72747,-0.54194874,1.7394937,21.03569,0.05253033,315.43317,0.52374506,15.881814,-2.5606508,-2.8162937,67.397217,77.697189,-0.30934936,3.8237853,153.96561,0.80148149,0.48370337,0.19851851,23.700937,0.080850743,81.401527,31.616989,3.0,-3.39715,143.17329,16.417963,3.39715,785.47101,130.85355,81.401527,11237.0,21.38184,0.54545456,105.31101,0.35294119,159.10117,6.0,26.17485,21.781096,11.359673,276.0,29.509497,89.0,6.0,4.0,1.0,0.23466173,34.0,73.758316,47.675388,21.770584,40.233112,900.17438,17.0,37.0,70.572739,4.0,44.049957,6.0,6.8579812,42.0,58.0,6.0,55.0,6.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-7.1
4.9699998,-8.8550196,4.5197463,-0.20669444,0.094316848,0.018181818,0.64542383,2.7371328,0.16566184,-8.8552494,13.277022,-0.42003781,9.3696232,13.72747,-0.53654462,1.7394937,20.613039,0.052340947,258.82797,0.51101047,14.881814,-2.5173314,-2.7666242,67.397217,77.697189,-0.28597766,3.8237853,156.46938,0.79804367,0.46981981,0.20195635,23.700937,0.0732252,83.905281,31.616989,2.0,-3.7509232,154.17319,16.417963,3.7509232,787.44299,128.56197,81.401527,11237.0,21.07864,0.54545456,147.16353,0.35294119,170.10106,6.0,26.17485,21.506804,11.359673,276.0,28.802389,89.0,7.0,3.0,1.0,0.23466173,34.0,115.61083,47.675388,21.495146,40.233112,892.30829,17.0,36.0,70.572739,4.0,44.049957,7.0,6.8579812,41.0,58.0,6.0,55.0,6.0,6.0,13.0,4.0,3.0,3.0,5.0,0.0,-5.22
6.1929998,-9.9130402,20.328241,-0.21422301,0.090994887,0.125,0.72119147,2.7203321,0.17545751,-10.121844,11.855056,-0.46427879,12.434587,14.41112,-0.54219431,1.7400299,20.719339,0.058386516,365.91229,0.55639458,16.525972,-2.4519212,-2.7085679,67.397217,77.697189,-0.36701322,3.8479035,235.21663,0.70277721,0.54320556,0.29722276,25.059376,0.080183573,81.401527,112.868,3.0,-3.4255407,143.17329,10.781946,3.4255407,793.45001,129.94638,81.401527,11864.0,21.745939,0.63636363,105.31101,0.3888889,159.10117,6.0,26.819008,22.13752,11.412768,278.0,30.053467,90.0,6.0,4.0,1.0,0.23130681,34.0,73.758316,48.664177,22.201136,40.777081,918.70184,18.0,38.0,158.78867,5.0,44.049957,6.0,6.8826432,43.0,59.0,12.0,56.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-8.04
6.1090002,-9.9130402,20.328241,-0.20982328,0.090979569,0.17857143,0.71117884,2.7203054,0.17271015,-10.109236,11.860278,-0.45014378,12.434572,14.266962,-0.54202896,1.7257797,20.575182,0.055281132,328.17548,0.55378598,16.381813,-2.4524667,-2.7085595,67.397217,77.697189,-0.36735687,3.8727674,235.21663,0.70277721,0.5413444,0.29722276,24.444445,0.080167159,81.401527,112.868,3.0,-3.4261174,143.17329,15.192742,3.4261174,793.45001,129.94638,81.401527,11946.0,21.738939,0.63636363,105.31101,0.3888889,159.10117,6.0,26.67485,22.137518,11.408988,280.0,30.216602,90.0,6.0,4.0,1.0,0.23130681,34.0,73.758316,48.664177,22.16736,40.940216,918.70184,18.0,38.0,158.78867,4.0,44.049957,6.0,6.8826432,43.0,59.0,12.0,56.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-5.36
6.5510001,-10.11481,4.5197463,-0.20982237,0.090917453,0.19298245,0.71140283,2.7203238,0.17270641,-10.417576,11.862203,-0.44985515,12.4346,14.766962,-0.54202574,1.7097065,21.075182,0.055261955,347.04388,0.55375624,16.881813,-2.4539368,-2.710803,67.397217,77.697189,-0.36738381,3.9315438,235.21663,0.7085982,0.54126704,0.29140177,25.193336,0.080112427,81.401527,112.868,3.0,-3.4284582,143.17329,15.192742,3.4284582,807.47699,133.03996,81.401527,12711.0,22.20064,0.72727275,105.31101,0.42105263,159.10117,6.0,27.17485,22.591908,11.455861,284.0,30.92371,91.0,6.0,4.0,1.0,0.22805569,34.0,73.758316,49.653332,22.635307,41.647324,937.22931,19.0,39.0,158.78867,4.0,44.049957,6.0,6.9068904,44.0,60.0,12.0,57.0,12.0,6.0,12.0,4.0,3.0,3.0,5.0,0.0,-7.97
5.8049998,-9.9283895,12.978266,-0.21007022,0.088191077,0.19298245,0.71159744,2.7202983,0.1686177,-9.9760008,12.775023,-0.50614142,12.621424,13.913409,-0.55284482,1.7097065,20.714428,0.053609964,309.30707,0.54935771,15.973565,-2.4523869,-2.7077935,89.455688,77.697189,-0.3561708,3.9315438,156.46938,0.80596203,0.53420985,0.19403797,25.193336,0.073777489,83.905281,31.616989,2.0,-3.7228441,143.17329,12.007167,3.7228441,809.44897,130.74837,81.401527,12711.0,21.918039,0.72727275,126.23727,0.42105263,159.10117,6.0,27.17485,22.342703,11.455861,284.0,30.216602,91.0,7.0,4.0,1.0,0.22805569,34.0,94.68457,49.653332,22.355808,41.647324,929.36322,19.0,38.0,158.78867,4.0,44.049957,7.0,6.9068904,43.0,60.0,12.0,57.0,12.0,6.0,13.0,4.0,3.0,3.0,5.0,0.0,-7.56
4.526,-8.4448605,24.819252,-0.20371848,0.081753761,0.19298245,0.66661924,2.7203233,0.17014658,-9.6672945,13.948192,-0.43148145,11.768971,13.433629,-0.48418733,1.7105852,20.90546,0.043227453,293.25668,0.4452444,14.881814,-2.4538937,-2.7105753,101.29668,77.697189,-0.2756176,3.9316275,163.38666,0.79880154,0.40017286,0.20119846,24.589926,0.072037786,90.822563,31.616989,2.0,-3.8127503,143.17329,15.192742,3.8127503,811.46899,131.71996,81.401527,12710.0,21.90534,0.72727275,105.31101,0.42105263,159.10117,6.0,27.068697,22.427454,11.455715,286.0,29.802389,90.0,6.0,4.0,1.010209,0.22805569,33.0,73.758316,49.653332,22.339893,41.810463,926.71716,19.0,37.0,105.00145,4.0,62.489536,7.0,6.9068904,42.0,60.0,11.0,57.0,11.0,8.0,14.0,4.0,3.0,3.0,5.0,9.4210396,-5.52
6.1420002,-10.12152,20.328241,-0.21605732,0.090964526,0.15517241,0.75558299,2.7202225,0.1918463,-10.687778,11.845808,-0.50625503,15.499406,14.46825,-0.55295038,1.5201805,20.77647,0.060335387,415.96259,0.58116305,17.54361,-2.4489236,-2.7032847,67.397217,77.697189,-0.39041704,3.8534377,314.25909,0.60510224,0.66139501,0.39489776,24.740761,0.080156818,81.401527,191.91048,3.0,-3.4266839,143.17329,13.967521,3.4266839,813.44,130.79919,81.401527,12887.0,22.341841,0.63636363,86.871437,0.3888889,159.10117,6.0,27.836647,22.778484,11.516699,294.0,31.045031,94.0,6.0,4.0,1.0,0.2277095,40.0,55.318733,49.022373,22.843071,41.768646,947.76245,18.0,40.0,247.00458,4.0,44.049957,6.0,6.9541965,45.0,62.0,18.0,58.0,18.0,6.0,12.0,5.0,4.0,3.0,5.0,0.0,-8.11
4.177,-8.5845499,20.328241,-0.2067042,0.080148011,0.01754386,0.64555615,2.7203252,0.16726297,-9.1776104,13.875223,-0.42164636,10.383316,13.856279,-0.53661519,1.7161604,21.224684,0.053158138,277.69638,0.51114643,15.065317,-2.454834,-2.7123826,67.397217,90.646713,-0.28612515,3.9160769,167.53253,0.79287899,0.46983764,0.20712103,24.589926,0.06885305,94.968445,31.616989,2.0,-3.9891057,167.03551,12.007167,3.9891057,814.46899,132.08875,94.968445,12659.0,21.767441,0.63636363,147.44896,0.3888889,182.96339,7.0,27.085535,22.259398,11.457216,286.0,29.509497,91.0,7.0,3.0,1.0,0.22805569,33.0,110.63747,49.653332,22.184685,41.810463,922.20697,18.0,36.0,70.572739,4.0,52.433056,7.0,6.9068904,42.0,60.0,6.0,57.0,6.0,7.0,14.0,4.0,3.0,3.0,5.0,0.0,-5.68
6.4990001,-10.52799,20.328241,-0.21605732,0.090994865,0.15517241,0.71412933,2.8738599,0.16728106,-10.503246,11.85441,-0.48357451,12.434578,15.428759,-0.55293483,1.5200447,21.736979,0.059105992,403.64911,0.56385905,17.54361,-2.5599105,-2.8154211,67.397217,77.697189,-0.38783601,3.8534377,235.21663,0.70442694,0.59805173,0.29557306,24.740761,0.080183551,81.401527,112.868,3.0,-3.4255414,143.17329,15.192742,3.4255414,819.48798,134.79996,81.401527,12887.0,22.450939,0.63636363,105.31101,0.3888889,159.10117,6.0,27.836647,22.876459,11.516699,294.0,31.045031,94.0,6.0,4.0,1.0,0.2277095,40.0,73.758316,49.022373,22.920092,41.768646,947.76245,18.0,40.0,158.78867,4.0,44.049957,6.0,6.9541965,45.0,62.0,12.0,58.0,12.0,6.0,12.0,5.0,4.0,3.0,5.0,0.0,-8.61
5.0910001,-9.1249704,20.328241,-0.21515201,0.093608312,0.017241379,0.71455145,2.7350068,0.16674313,-9.6159592,13.26898,-0.48189881,12.434551,14.428759,-0.54754341,1.5200447,21.314327,0.058321789,347.04388,0.56001216,16.54361,-2.5150821,-2.7636483,67.397217,77.697189,-0.37738031,3.8534377,237.72038,0.70097834,0.57011604,0.29902166,24.740761,0.072677754,83.905281,112.868,2.0,-3.7793145,154.17319,15.192742,3.7793145,821.45996,132.50838,81.401527,12887.0,22.147739,0.63636363,147.16353,0.3888889,170.10106,6.0,27.836647,22.602167,11.516699,294.0,30.337923,94.0,7.0,3.0,1.0,0.2277095,40.0,115.61083,49.022373,22.644419,41.768646,939.89636,18.0,39.0,158.78867,4.0,44.049957,7.0,6.9541965,44.0,62.0,12.0,58.0,12.0,6.0,13.0,5.0,4.0,3.0,5.0,0.0,-6.0
6.23,-10.18299,36.136734,-0.21605732,0.090231836,0.16949153,0.75054806,2.7202086,0.191845,-10.869949,11.852261,-0.50622815,15.4995,14.96825,-0.55294919,1.5099474,21.27647,0.060124181,416.39139,0.58010209,18.04361,-2.4496017,-2.7045498,67.397217,77.697189,-0.38992372,3.8928797,316.46765,0.61007285,0.66079652,0.38992712,25.478907,0.079511188,81.401527,194.11902,3.0,-3.4545088,143.17329,13.967521,3.4545088,827.46698,133.89279,81.401527,13639.0,22.808041,0.63636363,105.31101,0.3888889,159.10117,6.0,28.336647,23.232882,11.564451,298.0,31.752136,95.0,6.0,4.0,1.0,0.22457284,40.0,73.758316,50.00655,23.311859,42.47575,966.28992,18.0,41.0,247.00458,4.0,44.049957,6.0,6.9772801,46.0,63.0,18.0,59.0,18.0,6.0,12.0,5.0,4.0,3.0,5.0,0.0,-6.12
5.5310001,-10.37414,20.328241,-0.21347436,0.092536554,0.10169491,0.72540855,2.7202053,0.1672684,-10.595251,13.207127,-0.43880886,14.651991,14.108714,-0.53676295,1.5010828,21.113857,0.058944643,344.59344,0.54944509,16.785191,-2.4496641,-2.7043211,125.11412,77.697189,-0.35652614,3.9324439,273.75446,0.66236597,0.51657188,0.337634,24.896551,0.072819114,83.905281,148.90207,2.0,-3.7719779,154.17319,10.781946,3.7719779,831.45496,132.93478,81.401527,13731.0,22.73164,0.81818181,126.23727,0.44999999,170.10106,6.0,28.285336,23.014629,11.558576,300.0,31.208166,98.0,7.0,4.0,1.0,0.22457284,39.0,94.68457,50.00655,23.081102,42.638889,958.42383,20.0,40.0,199.22096,4.0,44.049957,7.0,6.9772801,45.0,63.0,16.0,59.0,17.0,6.0,13.0,5.0,4.0,3.0,5.0,0.0,-7.82
